---------This is the output of algorithm DBA--------



---------------------------------------------------------------------------------------------------
FromNode       ToNode         Flow           Time           Cost           
54             42             0.24057        0.279924       0              
55             56             44.204         2              0              
55             407            357.199        1              0              
56             369            0              1              0              
56             39             4441.44        2.13729        0              
56             57             2062.78        0.501597       0              
56             55             357.199        2.00001        0              
56             384            6630.81        0.150783       0              
57             58             0.229907       0.5            0              
57             56             1946.32        0.501266       0              
57             241            2062.55        0.629297       0              
58             59             0.229907       0.720076       0              
58             57             1946.32        0.501266       0              
58             215            0              0.5            0              
59             84             0              2.07992        0              
59             54             0.229907       1.72008        0              
59             60             0              2              0              
59             58             0.184186       0.720076       0              
60             70             1943.57        0.280629       0              
60             44             1594.73        2.00228        0              
60             61             0              2              0              
60             59             0              2              0              
61             73             0              2              0              
61             45             0              2              0              
61             62             0              2              0              
61             60             0              2              0              
62             74             1020.01        2.00038        0              
62             46             491.302        2.00002        0              
62             63             167.254        1              0              
62             61             0              2              0              
63             75             1004.05        2.00036        0              
63             47             550.15         2.00003        0              
63             64             8.51398        1              0              
63             62             184.196        1              0              
64             76             1625.43        2.00246        0              
64             48             922.032        2.00025        0              
64             65             0              1.42008        0              
64             63             165.929        1              0              
65             66             0              0.720076       0              
65             64             0              1.42008        0              
66             77             0              1.72008        0              
66             50             0.00176401     2              0              
66             67             0              0.859848       0              
66             65             0              0.720076       0              
67             68             0              0.5            0              
67             66             0.00176401     0.859848       0              
67             291            650.497        0.501279       0              
68             69             457.6          2.00002        0              
68             67             650.498        0.500016       0              
68             261            0              0.5            0              
69             68             650.498        2.00006        0              
69             399            457.6          1.00001        0              
70             71             135.599        1.07992        0              
70             60             1594.73        0.280244       0              
70             172            1807.97        0.576337       0              
71             72             135.599        0.640152       0              
71             70             1594.73        1.08116        0              
71             195            115.699        0.500001       0              
72             85             135.599        0.720076       0              
72             71             302.699        0.640152       0              
73             78             0              0.420076       0              
73             61             0              2              0              
73             74             0              2              0              
74             88             1628.39        1.00124        0              
74             62             658.556        2.00007        0              
74             75             759.73         1.00006        0              
74             73             0              2              0              
75             89             1529.05        1.00096        0              
75             63             391.41         2.00001        0              
75             76             1335.79        1.00056        0              
75             74             608.386        1.00002        0              
76             90             1580.12        1.0011         0              
76             64             913.518        2.00025        0              
76             372            0              1              0              
76             75             1133.39        1.00029        0              
76             387            3690.8         0.149233       0              
77             92             2708.63        0.363265       0              
77             66             0              1.72008        0              
77             372            0              1              0              
77             387            1718.28        0.149076       0              
78             87             1771.09        0.641263       0              
78             73             0              0.420076       0              
78             174            0              0.5            0              
79             80             105.096        2              0              
79             407            802.201        1.00007        0              
80             373            0              3              0              
80             369            0              1              0              
80             81             1745.52        0.500819       0              
80             79             802.201        2.00015        0              
80             384            6581.03        0.150732       0              
80             388            7636.85        0.152086       0              
81             82             1745.65        0.500819       0              
81             80             1169.57        0.500165       0              
81             239            85.4869        0.5            0              
82             83             1914.66        0.280588       0              
82             81             1255.05        0.500219       0              
82             217            241.513        0.500024       0              
83             84             1914.66        0.421072       0              
83             82             1496.55        0.280172       0              
83             96             0              0.779924       0              
84             96             0              0.720076       0              
84             59             0              2.07992        0              
84             370            0              0.940152       0              
84             83             1496.55        0.420447       0              
84             385            1914.66        0.14908        0              
85             97             316.189        0.720077       0              
85             72             302.699        0.720077       0              
85             86             2146.52        1.92727        0              
85             370            0              0.920076       0              
85             385            1684.41        0.149075       0              
86             87             2146.52        0.421649       0              
86             85             1294.76        1.92103        0              
87             98             1153.05        0.860117       0              
87             78             0              0.640152       0              
87             371            0              1              0              
87             86             1294.76        0.420284       0              
87             193            1393.4         0.526932       0              
87             386            5370.32        0.149806       0              
88             100            1082.4         1.08019        0              
88             74             1418.29        1.00071        0              
88             89             1368.29        1.00062        0              
88             371            0              1              0              
88             386            2754.89        0.149119       0              
89             101            1356.82        1.08057        0              
89             75             967.472        1.00015        0              
89             90             703.276        1.00004        0              
89             88             1141.6         1.0003         0              
90             102            610.752        1.07995        0              
90             76             1397.66        1.00067        0              
90             91             0              1.57992        0              
90             89             969.372        1.00016        0              
91             92             0              0.859848       0              
91             90             0              1.57992        0              
92             104            1562.43        1.72188        0              
92             77             1718.28        0.360402       0              
92             93             1152.01        0.580104       0              
92             91             0              0.859848       0              
93             94             1692.6         0.500724       0              
93             92             1583.1         0.580567       0              
93             288            508.405        0.500477       0              
94             95             1692.6         2.0029         0              
94             93             1101.5         0.50013        0              
94             264            1459.1         0.532383       0              
95             94             2218.3         2.00854        0              
95             399            1692.6         1.00145        0              
96             112            0              3.27992        0              
96             84             0              0.720076       0              
96             97             0              1.64015        0              
96             83             0              0.279924       0              
97             105            316.189        2.72008        0              
97             85             254.05         0.720076       0              
97             98             0              2.57992        0              
97             96             0              1.72008        0              
98             114            1153.05        2.14082        0              
98             87             657.1          0.859877       0              
98             99             0              0.859848       0              
98             97             28.2018        1              0              
99             100            0              1.14015        0              
99             98             0              1              0              
100            106            1663.59        0.721049       0              
100            88             76.5631        1.07992        0              
100            101            463.081        1.00001        0              
100            99             0              1.14015        0              
100            176            1001.4         0.507185       0              
101            117            0              1.92008        0              
101            89             302.458        1.07993        0              
101            102            160.623        1              0              
101            100            1356.82        0.860363       0              
102            118            610.752        1.92012        0              
102            90             694.379        1.07997        0              
102            103            0              1.72008        0              
102            101            0              2.57992        0              
103            104            86.2755        0.279924       0              
103            102            0              1.64015        0              
103            286            0              0.5            0              
104            107            1562.43        0.280219       0              
104            92             140.973        1.72008        0              
104            103            0              0.779924       0              
105            113            316.189        0.279925       0              
105            97             225.848        2.72008        0              
106            115            1778.04        1.14216        0              
106            100            539.644        0.720087       0              
106            191            152.429        0.500004       0              
107            121            290            1.57993        0              
107            104            54.6972        0.279924       0              
107            266            1392.13        0.526834       0              
108            109            485.8          2.00002        0              
108            406            37             1              0              
109            122            6332.11        0.924291       0              
109            373            0              1              0              
109            110            1298.55        0.500251       0              
109            108            37             2              0              
109            388            8472.21        0.153639       0              
110            111            1298.55        0.500251       0              
110            109            4557.24        0.538045       0              
110            237            0              0.5            0              
111            112            1252.64        0.720389       0              
111            110            1338.01        0.500283       0              
111            219            2292.26        0.697254       0              
112            125            268.883        1.85985        0              
112            96             0              3.27992        0              
112            113            1347.63        0.920611       0              
112            111            3584.36        0.741043       0              
113            126            217.433        1.27992        0              
113            105            225.848        0.279924       0              
113            374            0              1.54015        0              
113            112            3853.24        0.955856       0              
113            389            2340.54        0.149095       0              
114            128            887.194        1.22021        0              
114            98             685.302        2.14023        0              
114            375            0              1              0              
114            374            0              1.54015        0              
114            389            3746.06        0.149243       0              
114            390            2459.97        0.149101       0              
115            131            190.811        0.420076       0              
115            106            692.073        1.1402         0              
115            116            1667.18        0.500681       0              
115            375            0              1              0              
115            390            2942.88        0.149135       0              
116            117            1667.18        0.500681       0              
116            115            1060.11        0.500111       0              
117            137            0              0.420076       0              
117            101            0              1.92008        0              
117            118            1667.18        1.00136        0              
117            116            1060.11        0.500111       0              
118            140            656.75         0.720099       0              
118            102            533.756        1.9201         0              
118            119            737.987        1.14021        0              
118            117            1060.11        1.00022        0              
118            178            1233.6         0.516545       0              
119            120            894            0.500056       0              
119            118            308.596        1.14015        0              
119            283            376.99         0.500144       0              
120            121            894            0.420123       0              
120            119            373.599        0.500002       0              
120            269            471.299        0.500352       0              
121            141            1184           2.00069        0              
121            107            54.6972        1.57992        0              
121            120            593.603        0.420085       0              
122            123            6332.11        0.359311       0              
122            109            3729.58        0.744653       0              
123            124            5558.5         0.584201       0              
123            122            3729.58        0.289478       0              
123            302            889.008        0.504463       0              
124            143            3109.7         1.4435         0              
124            123            1178.36        0.50017        0              
124            328            2919.42        1.01899        0              
125            144            268.883        2              0              
125            112            94.9937        1.85985        0              
126            127            217.433        0.5            0              
126            113            1085.55        1.28024        0              
126            307            0              0.5            0              
127            148            217.291        2.5            0              
127            126            191.548        0.5            0              
127            323            2215.56        0.672149       0              
128            129            887.194        0.500055       0              
128            114            543.371        1.22009        0              
128            309            0.136005       0.5            0              
129            130            887.194        0.720154       0              
129            128            543.507        0.500008       0              
129            321            0              0.5            0              
130            149            887.194        1.72026        0              
130            129            543.507        0.720087       0              
131            132            190.811        0.579924       0              
131            115            135.13         0.420076       0              
132            133            190.811        0.279924       0              
132            131            135.13         0.579924       0              
133            134            190.811        0.5            0              
133            132            135.13         0.279924       0              
133            311            0              0.5            0              
134            135            190.811        0.359849       0              
134            133            135.13         0.5            0              
134            319            0              0.5            0              
135            136            190.811        0.579924       0              
135            134            135.13         0.359849       0              
136            150            190.811        1.64015        0              
136            135            135.13         0.579924       0              
137            138            0              0.420076       0              
137            117            0              0.420076       0              
138            139            0              0.5            0              
138            137            0              0.420076       0              
138            313            0              0.5            0              
139            138            0              0.5            0              
139            317            0              0.5            0              
140            151            656.774        3.58004        0              
140            118            1285.28        0.720422       0              
140            189            33.1044        0.5            0              
141            121            648.3          2.00006        0              
141            400            1184           1.00035        0              
142            143            488.2          2.00002        0              
142            405            501.6          1.00001        0              
143            124            1459.09        1.42121        0              
143            376            0              1              0              
143            142            501.6          2.00002        0              
143            391            3058.2         0.149146       0              
144            155            592.8          2.00004        0              
144            125            94.9937        2              0              
144            145            4095.4         0.293816       0              
144            376            0              1              0              
144            391            560.887        0.149068       0              
145            146            3465.58        0.512723       0              
145            144            546.2          2.27996        0              
145            231            1569.12        0.543311       0              
146            147            4519.29        0.622599       0              
146            145            1316.68        0.500265       0              
146            225            446            0.500283       0              
147            148            4519.29        1.07359        0              
147            146            1316.68        0.580232       0              
148            156            1312.98        1.86082        0              
148            127            2406.96        2.5148         0              
148            377            0              1.32008        0              
148            147            1316.68        1.00053        0              
148            392            5946.71        0.150178       0              
149            130            543.507        1.7201         0              
149            150            5494.95        1.16083        0              
149            377            0              1.32008        0              
149            392            4954.86        0.149603       0              
150            158            24.9998        1.92008        0              
150            136            135.13         1.64015        0              
150            378            0              1.45985        0              
150            149            4067.67        1.04829        0              
150            393            5708.85        0.150011       0              
151            161            2398.28        1.93128        0              
151            140            399.412        3.57994        0              
151            152            2697.36        1.00934        0              
151            378            0              1.45985        0              
151            393            4246.91        0.149357       0              
152            153            80.7001        0.5            0              
152            151            3466.25        1.02547        0              
152            278            2762.86        0.916298       0              
153            154            241.5          2              0              
153            152            2055.7         0.501575       0              
153            274            24.4           0.5            0              
154            153            249            2              0              
154            401            241.5          1              0              
155            144            37             2              0              
155            404            592.8          1.00002        0              
156            157            1312.98        0.500262       0              
156            148            1210.13        1.86055        0              
156            335            0              0.5            0              
157            156            0              0.5            0              
157            351            1312.98        0.521232       0              
158            159            26             0.5            0              
158            150            61.3873        1.92008        0              
158            337            10.0128        0.5            0              
159            160            37             2              0              
159            158            71.3983        0.5            0              
159            349            53.8017        0.5            0              
160            159            125.2          2              0              
160            403            37             1              0              
161            162            1446.79        0.500386       0              
161            151            123.891        1.92008        0              
161            339            1739.2         0.565368       0              
162            163            3703.3         2.06636        0              
162            161            344.3          0.500001       0              
162            347            62.8           0.5            0              
163            162            407.1          2.00001        0              
163            402            3703.3         1.03318        0              
164            165            7137.1         1.15515        0              
165            166            4243.28        0.527216       0              
165            209            2893.82        0.334638       0              
166            167            2352.29        0.0545611      0              
166            26             1890.99        0.591355       0              
167            168            4492.19        0.363118       0              
168            169            4558.29        0.903085       0              
169            170            4323.9         0.395744       0              
169            43             234.39         0.500022       0              
170            171            4323.9         1.1762         0              
171            172            4323.9         0.626612       0              
171            70             0              0.5            0              
172            173            6131.87        1.08072        0              
173            174            4360.78        0.395852       0              
173            78             1771.09        0.570297       0              
174            175            4360.78        0.945589       0              
175            176            4135.01        0.625799       0              
175            100            225.769        0.500019       0              
176            177            5136.41        0.95276        0              
177            178            4786.02        0.474438       0              
177            118            350.399        0.500108       0              
178            179            6019.61        0.235913       0              
179            180            3524.2         0.229845       0              
179            356            0              0.333333       0              
179            362            2495.41        0.333629       0              
180            181            4803.35        0.253774       0              
181            182            8547.7         0.134636       0              
182            183            10223.9        1.36285        0              
183            413            10223.9        1.36285        0              
184            185            12173.8        1.63802        0              
185            186            5103.08        0.321094       0              
185            359            7070.72        0.352382       0              
186            187            3718.18        0.295793       0              
186            361            1384.9         0.333361       0              
187            188            6017.85        0.12359        0              
188            189            5098.86        0.476059       0              
188            140            918.991        0.505096       0              
189            190            5131.96        1.10775        0              
190            191            5017.51        0.398295       0              
190            106            114.449        0.500001       0              
191            192            5169.94        0.953153       0              
192            193            4172.22        0.625951       0              
192            87             997.718        0.507079       0              
193            194            5565.62        0.991756       0              
194            195            4157.9         0.428143       0              
194            71             1407.73        0.528057       0              
195            196            4273.6         0.318603       0              
196            197            4273.6         1.17577        0              
197            198            4273.59        0.505478       0              
197            54             0.0106631      0.5            0              
198            199            4601.28        0.782201       0              
199            200            4169.69        0.28552        0              
199            25             431.589        0.500248       0              
200            201            1963.09        0.589006       0              
200            248            2206.6         0.333774       0              
201            202            2160.84        0.392802       0              
202            203            4983.6         1.10584        0              
203            410            4983.6         1.10584        0              
204            205            6576.6         1.20432        0              
205            206            4816.15        0.280801       0              
205            9              1760.45        0.568623       0              
206            207            6850.53        0.869447       0              
207            208            4710.63        0.358622       0              
207            167            2139.9         0.333723       0              
208            209            2246.83        0.0655619      0              
208            25             2463.8         0.763263       0              
209            210            5140.65        0.294613       0              
210            211            5140.65        0.521206       0              
211            212            5140.65        0.237965       0              
212            213            5140.63        0.283241       0              
212            41             0.01597        0.5            0              
213            214            5653.86        0.86449        0              
214            215            3707.73        0.27549        0              
214            58             1946.13        0.602485       0              
215            216            3707.73        0.826471       0              
216            217            3538.72        0.275001       0              
216            82             169.015        0.500006       0              
217            218            3780.23        1.93005        0              
218            219            3780.23        0.275722       0              
218            111            0.00431861     0.5            0              
219            220            6072.49        0.164207       0              
220            221            6072.49        0.422404       0              
221            222            5249.51        0.409248       0              
221            305            0              0.333333       0              
221            325            822.976        0.333342       0              
222            223            8797.14        0.989283       0              
223            224            8797.14        0.523852       0              
224            225            7297.43        0.315766       0              
224            146            1499.7         0.536141       0              
225            226            7743.43        1.07371        0              
226            227            7743.43        0.929644       0              
227            332            0.010253       0.333333       0              
227            354            7743.42        0.400225       0              
228            229            5633.91        0.817807       0              
229            230            5633.91        0.944547       0              
230            231            5465.09        0.286188       0              
230            145            168.823        0.500006       0              
231            232            7034.21        0.446258       0              
232            233            7034.21        0.842748       0              
233            234            2596.93        0.393603       0              
233            325            2119.86        0.333709       0              
233            305            2317.43        0.33387        0              
234            235            4152.23        0.39912        0              
235            236            4152.23        0.155155       0              
236            237            932.995        0.272626       0              
236            110            3219.24        1.26733        0              
237            238            932.995        1.90838        0              
238            239            932.863        0.272626       0              
238            81             0.132215       0.5            0              
239            240            1018.35        0.817893       0              
240            241            1018.35        0.272631       0              
240            57             0              0.5            0              
241            242            3080.9         0.821957       0              
242            243            2852.66        0.273622       0              
242            40             228.243        0.500019       0              
243            244            2852.67        0.229884       0              
244            245            2852.67        0.503506       0              
245            246            2852.67        0.284609       0              
245            24             0              0.5            0              
246            247            2654.92        0.0656504      0              
246            201            197.751        0.333333       0              
247            248            5041.41        0.361614       0              
248            249            7248.01        0.893536       0              
249            250            5485.69        0.286394       0              
249            8              1762.32        0.568915       0              
250            251            6522.2         1.2006         0              
251            411            6522.2         1.13557        0              
252            253            2586.8         1.09318        0              
253            254            1788.2         0.27277        0              
253            18             798.604        0.502906       0              
254            255            3260.1         0.548667       0              
255            256            3260.1         0.625563       0              
256            257            3006.4         0.273858       0              
256            36             253.7          0.50003        0              
257            258            3006.4         0.865349       0              
258            259            3006.4         0.273858       0              
258            52             0              0.5            0              
259            260            3813.4         0.871589       0              
260            261            3355.8         0.274544       0              
260            68             457.6          0.500313       0              
261            262            3355.8         0.626044       0              
262            263            3355.8         0.31843        0              
263            264            3013.5         0.273869       0              
263            94             342.3          0.500098       0              
264            265            4472.6         0.713439       0              
265            266            4352.9         0.634101       0              
265            107            119.7          0.500001       0              
266            267            5745.02        0.242964       0              
267            268            5745.02        0.370251       0              
268            269            5493.73        0.286475       0              
268            120            251.294        0.500028       0              
269            270            5965.03        0.245223       0              
270            271            3563.43        0.770191       0              
270            360            2401.6         0.333587       0              
271            272            6058.84        0.129017       0              
272            273            10728.1        1.55544        0              
273            274            8736.21        0.361249       0              
273            153            1991.9         0.612472       0              
274            275            8760.61        1.24617        0              
275            341            3507.4         0.336149       0              
275            345            5253.21        0.347502       0              
276            277            8055.68        1.15828        0              
277            278            6498.94        0.299759       0              
277            152            1556.74        0.54196        0              
278            279            9261.8         1.53833        0              
279            280            3332.58        0.131839       0              
279            181            3744.35        0.334831       0              
279            357            2184.87        0.333507       0              
280            281            5734.02        0.670541       0              
281            282            7628.21        0.181468       0              
282            283            7160.21        0.31261        0              
282            119            468.001        0.500343       0              
283            284            7537.2         0.411902       0              
284            285            7537.2         0.553265       0              
285            286            7450.93        0.370586       0              
285            103            86.2755        0.5            0              
286            287            7450.93        1.00961        0              
287            288            5920.32        0.291308       0              
287            93             1530.6         0.539212       0              
288            289            6428.73        0.346336       0              
289            290            6428.73        0.68091        0              
290            291            6428.73        0.298605       0              
290            67             0              0.5            0              
291            292            7079.23        0.98218        0              
292            293            6213.93        0.295302       0              
292            51             865.298        0.504005       0              
293            294            6213.93        0.933108       0              
294            295            6213.89        0.295301       0              
294            35             0.0359126      0.5            0              
295            296            6351.2         0.678102       0              
296            297            6351.2         0.594747       0              
297            298            3102.7         0.274025       0              
297            17             3248.5         1.29561        0              
298            299            4644.2         1.11877        0              
299            412            4644.2         1.10206        0              
300            301            7074.9         1.24295        0              
301            302            4408.28        0.278361       0              
301            123            2666.62        0.861257       0              
302            303            5297.29        0.239104       0              
303            304            5297.29        0.330089       0              
304            305            1749.78        0.349212       0              
304            234            0              0.333333       0              
304            222            3547.51        0.33628        0              
305            306            4067.21        0.708511       0              
306            307            3173.2         0.274157       0              
306            126            894.005        0.504564       0              
307            308            3173.2         1.25012        0              
308            309            3173.2         0.274157       0              
308            128            0              0.5            0              
309            310            3173.34        0.625163       0              
310            311            3173.34        0.274158       0              
310            133            0              0.5            0              
311            312            3173.34        0.394829       0              
312            313            3173.34        0.274158       0              
312            138            0              0.5            0              
313            314            3173.34        0.778649       0              
314            356            1894.19        0.333431       0              
314            180            1279.15        0.333354       0              
314            358            0.000298943    0.333333       0              
315            316            1995.5         0.774952       0              
316            317            1995.5         0.272856       0              
316            139            0              0.5            0              
317            318            1995.5         0.392954       0              
318            319            1995.5         0.272856       0              
318            134            0              0.5            0              
319            320            1995.5         0.622194       0              
320            321            1995.5         0.272856       0              
320            129            0              0.5            0              
321            322            1995.5         1.24418        0              
322            323            1995.5         0.272856       0              
322            127            0              0.5            0              
323            324            4211.06        0.710101       0              
324            325            2655.63        0.349998       0              
324            222            0.119405       0.333333       0              
324            234            1555.3         0.333442       0              
325            326            5598.47        0.333529       0              
326            327            5598.47        0.241596       0              
327            328            5408.58        0.285636       0              
327            124            189.883        0.500009       0              
328            329            8328           1.38323        0              
329            416            8328           1.21038        0              
330            331            9662.5         1.62101        0              
331            332            4065.59        0.553544       0              
331            228            5596.91        0.35159        0              
332            333            4065.6         0.354352       0              
333            334            4065.6         0.23253        0              
334            335            2855.47        0.273626       0              
334            156            1210.13        0.515322       0              
335            336            2855.47        1.76219        0              
336            337            2854.47        0.273625       0              
336            158            1.00191        0.5            0              
337            338            2864.48        1.41194        0              
338            339            2297.18        0.273038       0              
338            161            567.3          0.50074        0              
339            340            4036.38        0.276654       0              
340            341            2169.2         0.469394       0              
340            276            1867.18        0.333559       0              
341            342            5676.6         1.15366        0              
342            414            5676.6         1.11635        0              
343            344            7669           1.30099        0              
344            345            1480.5         0.46894        0              
344            276            6188.5         0.360622       0              
345            346            6733.71        0.303899       0              
346            347            4477.2         0.278729       0              
346            162            2256.51        0.685233       0              
347            348            4540           1.44001        0              
348            349            4529           0.279017       0              
348            159            11             0.5            0              
349            350            4582.8         1.7989         0              
350            351            4582.8         0.279326       0              
350            157            0              0.5            0              
351            352            5895.78        0.244484       0              
352            353            5895.78        0.372568       0              
353            354            5858.78        0.581086       0              
353            228            37.0017        0.333333       0              
354            355            13602.2        3.17402        0              
355            415            13602.2        1.94389        0              
356            281            1894.19        0.333431       0              
357            187            2184.87        0.333507       0              
357            315            0              0.333333       0              
358            271            2495.41        0.333629       0              
359            272            4669.28        0.336956       0              
359            280            2401.45        0.333587       0              
360            363            725.4          0.333335       0              
360            182            1676.2         0.333393       0              
361            315            1995.5         0.333454       0              
362            358            2495.41        0.333629       0              
363            361            610.6          0.333334       0              
363            187            114.8          0.333333       0              
364            11             0              1.07992        0              
364            10             0              1.05985        0              
365            16             0              1              0              
365            15             0              1              0              
366            39             0              1              0              
366            23             0              1              0              
367            44             0              1              0              
367            28             0              1              0              
368            48             0              1              0              
368            32             0              1              0              
369            80             0              1              0              
369            56             0              1              0              
370            85             0              0.920076       0              
370            84             0              0.940152       0              
371            88             0              1              0              
371            87             0              1              0              
372            77             0              1              0              
372            76             0              1              0              
373            109            0              1              0              
373            80             0              3              0              
374            114            0              1.54015        0              
374            113            0              1.54015        0              
375            115            0              1              0              
375            114            0              1              0              
376            144            0              1              0              
376            143            0              1              0              
377            149            0              1.32008        0              
377            148            0              1.32008        0              
378            151            0              1.45985        0              
378            150            0              1.45985        0              
379            10             3407.22        0.149188       0              
379            11             5738.4         0.15003        0              
380            15             1843.47        0.149079       0              
380            16             6222.24        0.150398       0              
381            23             4121.16        0.149324       0              
381            39             3601.69        0.149218       0              
382            28             1705.21        0.149076       0              
382            44             2580.76        0.149108       0              
383            32             2360.23        0.149096       0              
383            48             3945.04        0.149283       0              
384            56             6492.61        0.150645       0              
384            80             7466.22        0.151825       0              
385            84             1496.55        0.149073       0              
385            85             2765.41        0.14912        0              
386            87             3639.09        0.149224       0              
386            88             3777.32        0.149249       0              
387            76             2958.95        0.149136       0              
387            77             2708.63        0.149116       0              
388            80             8024.72        0.152747       0              
388            109            7367.25        0.151682       0              
389            113            3887.68        0.149271       0              
389            114            3002.92        0.14914        0              
390            114            3079.19        0.149148       0              
390            115            2519.66        0.149104       0              
391            143            1420.99        0.149072       0              
391            144            4492           0.14943        0              
392            148            5036.62        0.149639       0              
